field,fold,rank,original_index,size_ratio,captured_energy,projection_error,surrogate_error,excess_error,random_state
bulk,2,2,69,1.69697,0.9735781939759041,0.002769223428834505,0.003315544528668651,0.0005463210998341459,1202
bulk,2,2,74,1.747475,0.9735781939759041,0.0021832307456638974,0.0025382358966370556,0.00035500515097315827,1202
bulk,2,2,80,1.808081,0.9735781939759041,0.002378994487927341,0.0024370858223735858,5.80913344462447e-05,1202
bulk,2,2,86,1.868687,0.9735781939759041,0.0027842886848907897,0.002962819792086172,0.00017853110719538235,1202
bulk,2,2,91,1.919192,0.9735781939759041,0.0035000732761071,0.004937720173742872,0.001437646897635772,1202
bulk,2,2,97,1.979798,0.9735781939759041,0.004087318352379178,0.004157041091846697,6.972273946751883e-05,1202
bulk,2,3,2,1.020202,0.9800378009591952,0.003295435848234259,0.003820596473007526,0.0005251606247732668,1203
bulk,2,3,8,1.080808,0.9800378009591952,0.002592664665107038,0.0044460317368361126,0.0018533670717290744,1203
bulk,2,3,13,1.131313,0.9800378009591952,0.0026851741415440857,0.0028128071844301344,0.0001276330428860487,1203
bulk,2,3,19,1.191919,0.9800378009591952,0.0033209461456440758,0.004579015778213567,0.0012580696325694913,1203
bulk,2,3,24,1.242424,0.9800378009591952,0.0026769005184588057,0.0056373333721622025,0.002960432853703397,1203
bulk,2,3,30,1.30303,0.9800378009591952,0.0031892884801577323,0.0036832866612506194,0.000493998181092887,1203
bulk,2,3,36,1.363636,0.9800378009591952,0.002069127979087271,0.0025663421521499724,0.0004972141730627015,1203
bulk,2,3,41,1.414141,0.9800378009591952,0.0029980164694676736,0.003996438900749504,0.0009984224312818307,1203
bulk,2,3,47,1.474747,0.9800378009591952,0.0031861010194478524,0.0035328227585427864,0.00034672173909493405,1203
bulk,2,3,52,1.525253,0.9800378009591952,0.0032204001764486066,0.0038570576203733704,0.0006366574439247638,1203
bulk,2,3,58,1.585859,0.9800378009591952,0.0028107606375757997,0.002831204170744114,2.0443533168314383e-05,1203
bulk,2,3,63,1.636364,0.9800378009591952,0.0026757364175652404,0.0026930308014980428,1.729438393280238e-05,1203
